OriginalRecorderId
15810
15810
15810
15810
15810
15810
15810
18046
18046
18046
9287
18050
15810
15810
15810
18051
18051
18051
18051
18051
18051
18051
18051
18051
18051
18051
18051
18051
18051
18051
18051
18051
18051
18051
14103
14103
14103
14103
14103
13018
14103
13018
18035
13018
13018
13018
13018
14103
13018
13018
15810
13018
15810
15810
15810
18054
15810
15810
15810
15810
15810
11052
11052
11052
11052
18018
18018
16664
16664
257
257
16664
11052
257
11052
257
16664
257
11052
11052
11052
11052
11052
11052
18059
11052
11052
17926
9370
11052
11052
11052
11052
11052
11052
11052
11052
11052
11052
11052
11052
11052
11052
11052
11052
11052
4504
12429
18063
18063
18063
6016
11052
18064
15359
17926
17097
15359
17495
17495
17495
15359
17495
17495
17495
15810
15810
15810
15810
15810
12429
12429
18067
15359
18070
14584
14584
15810
15810
15810
15810
15810
15810
18067
15810
15810
15810
15810
13701
13701
18072
18072
13701
16497
13701
15810
15810
15810
15810
15810
15810
15810
15810
15032
15810
15810
11052
15810
11052
15810
15810
15810
15810
15810
15810
15810
15810
11052
11052
11052
11052
11052
14241
11052
12429
12429
11052
12429
11052
11052
11052
11052
13018
18075
17926
17926
6906
18077
11556
15850
11556
15359
11556
11556
11556
11556
11556
11556
11556
11556
15359
12074
18082
14103
13935
15413
15454
15454
5373
5373
5373
5373
5373
5373
15032
17676
18086
15810
15810
15810
15810
15810
15810
15359
6631
6631
6631
11150
11150
11150
11150
11150
15810
15810
6631
6631
15810
15810
15810
15810
15810
12074
12429
12429
12074
18094
18094
18094
15810
12586
12586
12586
9124
9124
2275
18098
18098
14454
18098
14454
11052
13018
13018
13018
13018
13018
13018
13018
13018
13018
13018
13018
18023
18023
18023
13018
13018
13018
13018
13018
13018
11052
11052
11052
11052
15810
15359
15810
11052
15810
11052
15810
15359
11052
15810
15810
15810
12429
12429
12429
15810
15810
15810
15810
15810
15810
7148
15810
7148
15810
7148
7148
7148
7148
9572
18070
18070
18070
18070
18070
18070
18070
18070
7148
7148
17804
15810
15810
15810
15810
15810
15454
15359
15454
15454
15359
15454
18077
18077
11052
15810
15810
15810
17926
17926
17926
15810
15810
15810
15454
15454
15454
15085
15454
15454
15454
18103
15810
15810
15810
15810
12754
12754
15454
15454
12429
16297
16297
16694
15810
15359
15359
18099
15810
15810
16297
15810
15810
15810
6111
15810
6111
15810
15810
13874
15810
15810
15810
15810
15810
15810
15810
15810
17926
17926
9124
9124
9124
13800
15670
15810
15810
15810
17963
17963
12235
18038
13800
13800
15810
17963
15810
17963
17963
17963
15810
15810
15810
15810
14784
13340
15359
17936
12637
15810
15810
18112
9673
15359
13018
9673
13018
17004
13018
13018
13018
13018
13018
13018
13018
13018
13018
13018
13018
13018
15810
15810
15810
15810
15810
13018
13018
15454
13018
15454
13018
15810
13018
15810
15672
15810
13018
15454
15810
13018
15454
15810
17957
15810
15810
15810
15810
15810
17926
15810
15810
17926
18114
18114
15454
15454
17926
11052
11052
11052
11052
17978
18117
18116
18117
13467
17853
17853
15027
15810
15810
15810
15810
15810
9673
18119
17926
9673
9673
9673
9673
14784
9673
9673
14784
17926
9673
9673
9673
9673
9673
9673
9673
9673
18113
9673
9673
9673
9673
9673
9673
9673
9673
9673
9673
15454
9673
15454
18120
15454
16114
18121
15454
15454
15454
15454
15454
12074
14240
15810
11052
15810
15810
15810
15454
15454
15454
17926
15359
18124
15359
15359
18125
18126
18126
18126
17964
18128
18128
17926
17926
17926
17550
15454
15454
15454
15454
15454
15454
18129
15454
18030
15359
15359
13260
17372
18104
15027
15027
13340
15027
18130
15027
15027
15027
15027
18130
18117
18137
13018
9124
9124
9124
9124
12429
12063
18140
13340
15810
12429
12429
15810
18142
15629
15629
15629
15629
8134
8134
1291
1291
16312
16312
16312
16312
16312
11556
11556
11556
11556
11556
11556
16312
16312
14784
11556
11556
11556
11556
11556
11556
14784
11556
11556
18118
18118
13018
13018
16114
11052
11052
18068
18068
15810
15810
15810
15810
15810
18147
17926
11150
11150
11150
11150
17926
17926
2275
2275
15810
2275
2275
2275
15810
2275
15810
18147
18147
18147
18147
15810
18147
15810
12063
13356
13018
13018
9673
16706
13018
16706
17937
17937
17937
17937
13018
17937
13018
13018
13018
17937
13018
13018
13018
13018
13018
13018
13018
13018
13018
12429
10972
17926
18147
14241
18148
16312
16312
14241
16312
16312
16312
18148
18150
18150
18150
15359
15810
16706
16706
16706
18147
15810
15810
15810
15810
18147
18147
13018
13018
15629
15629
15629
15629
12586
15629
15629
15629
15629
15629
15629
18111
15629
15629
15629
14241
17926
18147
13467
18147
17926
17926
9673
9673
18147
9124
15359
9124
15810
15810
9124
15810
15359
15810
15810
15359
15810
11052
15359
11052
257
9536
18153
18147
18147
17964
15810
15810
12219
12219
12219
12219
18147
13935
13935
257
13935
257
13935
13935
13935
13935
13935
13935
13935
13935
13935
14584
14584
14584
9536
15810
13935
13935
13935
13935
13935
13935
13935
13935
13935
13935
13935
13935
13935
